Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Uganda,UGA,..,..,..,1180,..,..,..,..,1180,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Ukraine,UKR,..,..,..,565,..,..,..,..,565,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,United Arab Emirates,ARE,..,..,..,78,..,..,..,..,78,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,United Kingdom,GBR,..,..,..,1220,..,..,..,..,1220,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,United States,USA,..,..,..,715,..,..,..,..,715,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Uruguay,URY,..,..,..,1300,..,..,..,..,1300,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Uzbekistan,UZB,..,..,..,206,..,..,..,..,206,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Vanuatu,VUT,..,..,..,2000,..,..,..,..,2000,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,"Venezuela, RB",VEN,..,..,..,2044,..,..,..,..,2044,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Vietnam,VNM,..,..,..,1821,..,..,..,..,1821,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,West Bank and Gaza,PSE,..,..,..,402,..,402,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,"Yemen, Rep.",YEM,..,..,..,167,..,..,..,..,167,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Zambia,ZMB,..,..,..,1020,..,..,..,..,1020,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Zimbabwe,ZWE,..,..,..,657,..,..,..,..,657,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Africa Eastern and Southern,AFE,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Africa Western and Central,AFW,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Arab World,ARB,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,IDA & IBRD total,IBT,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Small states,SST,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,South Asia,SAS,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,World,WLD,..,..,..,..,..,..,..,..,..,..,..,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 04/08/2022,,,,,,,,,,,,,,,
